People_Total_Tested_Count,Cases,Difference,date,Population_Count,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,positive,negative,hospitalizedCumulative,recovered,death,deathIncrease,Density,LandArea
0.0,3,0,2020-03-04,4214493.0,12.411764705882353,8.764705882352942,28.08823529411765,2.7058823529411766,1.7647058823529411,-0.8823529411764706,3.0,29.0,0.0,0.0,0.0,0.0,44.8086,95988
0.0,3,0,2020-03-05,4207285.0,10.515151515151516,7.454545454545454,20.575757575757574,4.878787878787879,0.8484848484848485,-0.6060606060606061,3.0,45.0,0.0,0.0,0.0,0.0,44.8086,95988
0.0,3,0,2020-03-06,4214493.0,5.794117647058823,3.4411764705882355,4.764705882352941,2.5,1.1176470588235294,0.11764705882352941,3.0,64.0,0.0,0.0,0.0,0.0,44.8086,95988
0.0,6,3,2020-03-07,4207294.0,5.636363636363637,3.8181818181818183,12.969696969696969,2.242424242424242,2.242424242424242,-0.15151515151515152,7.0,77.0,0.0,0.0,0.0,0.0,44.8086,95988
0.0,14,8,2020-03-08,4184824.0,14.8,6.4,24.466666666666665,3.6,1.0666666666666667,-0.1,14.0,100.0,0.0,0.0,0.0,0.0,44.8086,95988
0.0,14,0,2020-03-09,4214493.0,8.117647058823529,6.235294117647059,25.88235294117647,0.9705882352941176,1.1176470588235294,-0.4411764705882353,14.0,165.0,0.0,0.0,0.0,0.0,44.8086,95988
0.0,14,0,2020-03-10,4214493.0,9.117647058823529,6.294117647058823,30.470588235294116,1.6470588235294117,1.0588235294117647,-0.5,15.0,213.0,0.0,0.0,0.0,0.0,44.8086,95988
0.0,19,5,2020-03-11,4214493.0,10.676470588235293,7.705882352941177,27.529411764705884,2.0588235294117645,1.0294117647058822,-0.5882352941176471,19.0,286.0,0.0,0.0,0.0,0.0,44.8086,95988
0.0,24,5,2020-03-12,4207285.0,8.515151515151516,13.606060606060606,24.96969696969697,1.5454545454545454,-0.9696969696969697,0.18181818181818182,19.0,286.0,0.0,0.0,0.0,0.0,44.8086,95988
0.0,30,6,2020-03-13,4214493.0,1.088235294117647,17.61764705882353,1.3235294117647058,-1.2352941176470589,-2.8529411764705883,1.6764705882352942,30.0,337.0,0.0,0.0,0.0,0.0,44.8086,95988
0.0,36,6,2020-03-14,4200086.0,-8.75,7.90625,-4.53125,-4.5,-3.9375,2.5625,30.0,337.0,0.0,0.0,0.0,0.0,44.8086,95988
0.0,36,0,2020-03-15,4184824.0,-2.6333333333333333,5.966666666666667,22.066666666666666,-2.1333333333333333,-8.333333333333334,2.1,36.0,420.0,0.0,0.0,0.0,0.0,44.8086,95988
0.0,39,3,2020-03-16,4214493.0,1.4705882352941178,16.647058823529413,17.58823529411765,-2.0294117647058822,-16.88235294117647,3.264705882352941,39.0,579.0,0.0,0.0,0.0,0.0,44.8086,95988
0.0,66,27,2020-03-17,4214493.0,-16.58823529411765,12.617647058823529,25.764705882352942,-3.588235294117647,-22.647058823529413,5.147058823529412,47.0,689.0,0.0,0.0,0.0,0.0,44.8086,95988
0.0,75,9,2020-03-18,4214493.0,-18.470588235294116,9.323529411764707,30.323529411764707,-3.911764705882353,-25.205882352941178,5.588235294117647,75.0,1118.0,0.0,0.0,3.0,3.0,44.8086,95988
0.0,88,13,2020-03-19,4214493.0,-20.323529411764707,7.970588235294118,37.05882352941177,-4.235294117647059,-27.235294117647058,6.029411764705882,88.0,1329.0,0.0,0.0,3.0,0.0,44.8086,95988
0.0,114,26,2020-03-20,4214493.0,-25.147058823529413,7.764705882352941,35.88235294117647,-8.205882352941176,-26.147058823529413,6.176470588235294,114.0,2003.0,0.0,0.0,3.0,0.0,44.8086,95988
0.0,136,23,2020-03-21,4207294.0,-27.848484848484848,3.272727272727273,50.03030303030303,-7.484848484848484,-19.242424242424242,3.4242424242424243,114.0,2003.0,0.0,0.0,3.0,0.0,44.8086,95988
0.0,160,24,2020-03-22,4192217.0,-25.161290322580644,-1.8064516129032258,45.38709677419355,-7.0,-25.612903225806452,3.0,161.0,2864.0,43.0,0.0,4.0,1.0,44.8086,95988
0.0,191,30,2020-03-23,4214493.0,-29.352941176470587,-4.352941176470588,0.23529411764705882,-10.294117647058824,-33.64705882352941,7.205882352941177,191.0,3649.0,56.0,0.0,5.0,1.0,44.8086,95988
0.0,210,19,2020-03-24,4214493.0,-40.38235294117647,-13.117647058823529,-7.970588235294118,-13.029411764705882,-38.6764705882353,9.264705882352942,209.0,4350.0,61.0,0.0,8.0,3.0,44.8086,95988
