People_Total_Tested_Count,Cases,Difference,date,Population_Count,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,positive,negative,hospitalizedCumulative,recovered,death,deathIncrease,Density,LandArea
0.0,107,15,2020-03-12,6892503.0,5.928571428571429,27.785714285714285,13.571428571428571,-6.857142857142857,-0.5714285714285714,1.7142857142857142,8.0,0.0,0.0,0.0,0.0,0.0,894.4355,7800
0.0,123,16,2020-03-13,6892503.0,-3.5714285714285716,28.642857142857142,-10.857142857142858,-13.785714285714286,-8.214285714285714,5.357142857142857,23.0,0.0,0.0,0.0,0.0,0.0,894.4355,7800
0.0,138,15,2020-03-14,6892503.0,-7.357142857142857,17.571428571428573,46.857142857142854,-6.0,-2.2857142857142856,2.7857142857142856,38.0,0.0,0.0,0.0,0.0,0.0,894.4355,7800
0.0,138,0,2020-03-15,6892503.0,-11.857142857142858,6.357142857142857,44.57142857142857,-9.285714285714286,-6.285714285714286,3.5,64.0,584.0,0.0,0.0,0.0,0.0,894.4355,7800
0.0,187,49,2020-03-16,6892503.0,-8.071428571428571,17.0,10.785714285714286,-22.642857142857142,-24.0,8.785714285714286,97.0,1199.0,0.0,0.0,0.0,0.0,894.4355,7800
0.0,217,30,2020-03-17,6892503.0,-31.785714285714285,0.9285714285714286,-9.928571428571429,-33.214285714285715,-34.57142857142857,13.571428571428571,118.0,1633.0,0.0,0.0,0.0,0.0,894.4355,7800
0.0,252,35,2020-03-18,6892503.0,-29.571428571428573,2.0,45.142857142857146,-29.928571428571427,-35.92857142857143,13.285714285714286,156.0,2115.0,0.0,0.0,2.0,2.0,894.4355,7800
0.0,315,63,2020-03-19,6892503.0,-39.785714285714285,-2.2142857142857144,-19.642857142857142,-37.642857142857146,-39.214285714285715,16.428571428571427,229.0,2918.0,0.0,0.0,3.0,1.0,894.4355,7800
0.0,394,79,2020-03-20,6892503.0,-34.357142857142854,11.357142857142858,19.571428571428573,-37.357142857142854,-38.42857142857143,16.357142857142858,314.0,3795.0,0.0,0.0,5.0,2.0,894.4355,7800
0.0,502,108,2020-03-21,6892503.0,-43.214285714285715,-3.7142857142857144,60.285714285714285,-27.714285714285715,-25.5,9.142857142857142,426.0,4799.0,61.0,0.0,7.0,2.0,894.4355,7800
0.0,615,113,2020-03-22,6892503.0,-43.785714285714285,-16.142857142857142,32.92857142857143,-34.285714285714285,-27.214285714285715,8.714285714285714,547.0,5476.0,71.0,0.0,11.0,4.0,894.4355,7800
0.0,723,108,2020-03-23,6892503.0,-41.285714285714285,-11.785714285714286,-18.785714285714285,-44.857142857142854,-46.0,16.785714285714285,678.0,8263.0,79.0,0.0,17.0,6.0,894.4355,7800
0.0,1072,349,2020-03-24,6892503.0,-46.0,-21.0,8.571428571428571,-49.142857142857146,-52.214285714285715,19.142857142857142,1060.0,12714.0,94.0,0.0,26.0,9.0,894.4355,7800
0.0,1676,604,2020-03-25,6892503.0,-49.07142857142857,-24.785714285714285,-7.142857142857143,-53.642857142857146,-54.714285714285715,20.142857142857142,1739.0,18079.0,103.0,0.0,33.0,7.0,894.4355,7800
0.0,2147,471,2020-03-26,6892503.0,-44.92857142857143,-18.285714285714285,42.714285714285715,-48.357142857142854,-54.07142857142857,19.214285714285715,2318.0,21327.0,219.0,0.0,42.0,9.0,894.4355,7800
0.0,2933,786,2020-03-27,6892503.0,-44.92857142857143,-19.142857142857142,51.642857142857146,-48.642857142857146,-53.07142857142857,20.428571428571427,3151.0,26244.0,219.0,0.0,57.0,15.0,894.4355,7800
0.0,3893,960,2020-03-28,6892503.0,-50.07142857142857,-23.5,51.642857142857146,-42.285714285714285,-40.5,11.714285714285714,4158.0,30915.0,350.0,0.0,72.0,15.0,894.4355,7800
0.0,4487,594,2020-03-29,6892503.0,-50.0,-35.92857142857143,-41.42857142857143,-50.214285714285715,-34.857142857142854,10.5,4856.0,34234.0,399.0,0.0,99.0,27.0,894.4355,7800
